Observatoire des territoires - ANCT; ; ; ; ; ; ; ; ; ; 
Référentiel géographique : Communes (2024); ; ; ; ; ; ; ; ; ; 
Code;Libellé;Nombre d'Arrêtés de Catastrophes Naturelles publiés au J.O.;Evolution Surface agricole utilisée (SAU) (2010-2020) 2020;Part des surfaces selon l’occupation du sol 2018;Part des surfaces selon l’occupation du sol 2018;Part des surfaces selon l’occupation du sol 2018;Part des surfaces selon l’occupation du sol 2018;Superficie 2021;Consommation d'espaces naturels, agricoles et forestiers (ENAF) entre le 1er janvier 2009 et le 1er janvier 2023;Population au dernier recensement 2021
39333;Moirans-en-Montagne;3;-24;7.8;0;75.5;12.5;26.6;10.8;2138
39334;Moiron;6;-69.6;18.7;0;19.3;62;1.9;0.5;128
39335;Moissey;7;-32.1;6.4;0;62.5;31.1;10.6;1.6;568
39336;Molain;4;-7.9;0;0;56.4;43.6;11.5;1.4;111
39337;Molamboz;5;-6.4;0;0;47.6;52.4;7.1;1.3;88
39338;Molay;9;-34.8;6;0;30.8;54.1;6.4;1.4;506
39339;Chassal-Molinges;6;N/A - résultat non disponible;19.4;0;61.8;18.8;7.8;3.1;1128
39342;Monay;8;-42.7;0;0;8.8;91.2;2.5;0.9;123
39343;Monnetay;4;18.2;0;0;59.5;40.5;2.5;0.1;16
39344;Monnet-la-Ville;5;-24.2;7.5;0;49.5;43;6.2;3.5;333
39345;Monnières;10;N/A - résultat non disponible;36.5;0;12.8;50.6;2.1;1.1;391
39346;Montagna-le-Reconduit;5;26.7;2.1;0;50.5;47.4;5.4;0.4;111
39348;Montaigu;7;-69.6;6.9;0;30.3;62.8;7.1;1.5;411
39349;Montain;11;-13;20.3;0;0;79.7;2.3;3.4;488
39350;Montbarrey;12;N/A - résultat non disponible;4.8;0;57.4;37.8;9.7;1.2;306
39351;Montcusel;4;-23.7;0;0;82.4;17.6;9.6;1.9;147
39352;Monteplain;8;-21.9;0;0;2;97.9;1.7;2.3;143
39353;Montfleur;5;20.3;0;0;30;70;7.9;0.6;165
39354;Montholier;9;13.8;5.1;0;15.7;79.2;8;3.3;372
39355;Montigny-lès-Arsures;9;-3.3;0;0;61.3;38.7;10.6;2.3;231
39356;Montigny-sur-l'Ain;2;38;4.5;0;31.7;63.7;8;0.8;210
39359;Montmarlon;5;-52.2;0;0;56;44;3.3;1.3;33
39360;Montmirey-la-Ville;9;-97.1;6.5;0;11.2;82.3;3.9;0.2;174
39361;Montmirey-le-Château;8;6.4;3.5;0;41.8;54.8;8;3.1;196
39362;Montmorot;11;-6;21.8;0;16.2;62;11.4;33.7;3154
39363;Montrevel;4;-26.6;0;0;50;50;6.4;0.1;83
39364;Montrond;4;13.6;3.2;0;66.1;30.7;25.3;6.1;488
39365;Mont-sous-Vaudrey;14;-66.5;9.2;0;59.4;31.4;14.9;8.7;1295
39366;Mont-sur-Monnet;3;2.9;1.4;0;64.2;34.4;19.9;2;217
39367;Morbier;6;-1.8;5.8;0;77.5;16.7;41.6;16.4;2290
39368;Hauts de Bienne;6;-97.1;5.7;0;79.3;14.9;23.5;9.2;5167
39370;Mouchard;9;6.8;13;0;40.5;46.4;6.2;6.4;1093
39372;Mournans-Charbonny;4;37.8;0;0;38;62;5.1;1.1;86
39373;Les Moussières;4;-23.6;0;0;66.5;33.5;17;0.4;159
39375;Moutonne;6;-30.2;6.3;0;44.6;49.1;4;0.7;128
39376;Moutoux;2;11.5;0;4.6;70.6;24.8;4.3;0.9;76
39377;Mutigney;9;1;0;0;1.2;98.8;8;2.3;174
39378;Les Trois-Châteaux;11;-28.7;4.2;0;40.9;54.9;19.3;7;765
39379;Nance;10;-11.8;8.9;0;6.5;84.6;7.3;8.5;532
39380;Nancuise;5;-73.5;0;0;79.4;20.6;5.2;0.1;43
39381;Les Nans;2;31.5;0;0;68.6;31.4;8.1;0.5;97
39385;Neublans-Abergement;9;100.8;4.5;0;31;61.2;11.6;3.4;542
39386;Neuvilley;9;N/A - résultat non disponible;0;0;41.9;58.1;4.1;0.4;93
39387;Nevy-lès-Dole;11;-14.6;6;0;47.1;46.9;7;1.9;292
39388;Nevy-sur-Seille;7;4.7;4.4;0;55.1;40.4;6.6;2.3;194
39389;Ney;7;-4.4;8.6;0;31.3;60.1;7.3;6;601
39390;Nogna;3;41.8;4.1;0;35.4;60.5;6.1;2.1;303
39391;Nozeroy;4;-23.7;6.8;0;14.8;78.4;3.7;2.2;395
39392;Offlanges;6;-11.2;3.1;0;58.5;38.4;8.7;0.8;190
39393;Onglières;2;10.8;0;0;52;48;9;0.3;64
39394;Onoz;2;25;0;1.7;70.4;13.9;14.8;0.7;70
39396;Orchamps;10;-37.9;8.9;0;30.3;56.3;9.9;3.8;1076
39397;Orgelet;6;9.7;5.4;0;40.4;45.2;23.1;6.2;1587
39398;Ougney;10;2;0;0;37.4;62.6;7.1;3.2;413
39399;Ounans;12;30.4;5;0;43.1;51.9;12.2;6;336
39400;Our;5;-8.6;1.9;0;89.8;8.3;13.9;0.6;149
39401;Oussières;8;3.9;6.5;0;37.6;56;7.5;5.5;237
39402;Pagney;5;-44.1;6;0;31.7;62.3;6;3.9;363
39403;Pagnoz;7;17.6;0;0;38.7;61.2;3.3;1.4;219
39404;Pannessières;5;3.3;7.9;0;33.3;58.8;5.3;6.5;461
39405;Parcey;18;-16.3;20.4;0;18.8;59;8.9;7.5;1014
39406;Le Pasquier;3;-5.4;4.6;0.5;38.5;56.3;7.8;4;276
39407;Passenans;8;-50;7.8;0;44;48.2;4.9;1.7;336
39408;Patornay;6;-7.4;14.3;0;11.4;74.3;1.8;6.9;154
39409;Peintre;9;-11.1;4.4;0;41.9;53.7;6.3;0.9;134
39411;Perrigny;12;-54.5;16.6;0;68.7;14.6;8.9;10.2;1518
39412;Peseux;9;31;10.4;0;0;81.3;5.4;4.5;303
39413;La Pesse;4;10.1;1.3;0;76.2;22.5;24.3;6.7;330
39415;Petit-Noir;9;-18.1;6.6;0;33.8;56.8;20.5;3.2;1070
39418;Picarreau;4;4.2;3;0;54.7;42.3;9;2.6;97
39419;Pillemoine;2;-14.2;0;0;51.6;48.4;4.7;0.2;62
39420;Pimorin;3;9.6;3.4;0;66.3;30.2;10.3;1.6;206
39421;Le Pin;9;-98.1;12.3;0;3.1;84.6;2.8;0.9;237
39422;Plainoiseau;9;-24.6;8.4;0;19.4;72.2;5.4;2.9;515
39423;Plaisia;3;-85;0;0;45.6;54.4;5.3;0;102
39424;Les Planches-en-Montagne;5;-17.8;0;0;74.2;25.8;13.5;2.2;157
39425;Les Planches-près-Arbois;7;0;0;0;51.2;48.8;1.4;0.4;85
39426;Plasne;4;-51.9;5.3;0;24.7;70;7.8;10.4;206
39427;Plénise;2;5.4;0;0;65.7;34.3;5.4;0.3;63
39428;Plénisette;2;5.1;0;0;36.7;63.3;2.6;0.1;22
39429;Pleure;8;-22.6;8.3;0;45.9;45.8;5.1;3.9;438
39430;Plumont;5;268.8;0.1;0;85.6;14.4;12.1;1.4;105
39431;Poids-de-Fiole;4;-56.9;5.4;0;34.3;60.3;6.5;1.6;334
39432;Pointre;10;1.3;0;0;48.2;51.8;6.5;1.2;125
39434;Poligny;7;-41.1;5.5;0;75.5;19;50.2;18.9;4011
39435;Pont-de-Poitte;14;26.2;10.6;0;22.5;60.6;7;2.5;626
39436;Pont-d'Héry;6;-10.2;0;0;54;46;13.5;1.8;239
39437;Pont-du-Navoy;7;144.9;4.7;0;53.8;41.5;9.5;3.3;275
39439;Port-Lesney;14;-32.1;7.3;0;50.5;42.2;10.9;2.8;534
39441;Prémanon;3;54.3;3.1;0;85.9;11;28.2;13.2;1222
39443;Présilly;5;-21.1;0;0;59.2;40.8;11.2;1.4;116
39444;Pretin;4;-85.6;0;0;73;27;5.4;0.2;56
39445;Publy;3;1.7;2.8;0;46.9;50.3;15.2;1.4;279
39446;Pupillin;6;2.9;4.3;0;42;53.7;6.6;2.1;247
39447;Quintigny;9;-11.1;13;0;34.3;52.7;3.6;5.7;282
39448;Rahon;7;70.8;4.4;0;55.8;39;19.6;2.8;455
39449;Rainans;8;-76.2;7.3;0;30.3;62.4;3.7;2.1;260
39451;Ranchot;13;21.6;7.7;0;43.7;42.3;6.9;5.5;508
39452;Rans;7;-12;7.1;0;18.9;68.7;6.1;5;529
39453;Ravilloles;5;-100;4.5;0.9;74.6;20;7.8;0.7;450
39454;Recanoz;5;N/A - résultat non disponible;0;0;29.8;70.2;3;1.6;93
39455;Reithouse;6;N/A - résultat non disponible;0;0;68.2;31.8;4.8;0.7;52
39456;Relans;9;-0.4;5.5;0;35.8;58.7;4.7;5.1;345
39457;Les Repôts;5;46.3;4.1;0;0;95.6;4;2.8;55
39458;Revigny;10;-100;4.2;0;59.6;36.2;6.5;2.2;239
39460;La Rixouse;5;-56.6;1.7;6.3;67.4;24.6;12.6;0.5;190
39461;Rix;4;-2.2;0;0;5.9;94.1;5.2;1;80
39462;Rochefort-sur-Nenon;10;-25.1;14.7;0;7.7;72.3;10.2;14.7;684
39463;Rogna;4;7;2.7;0;76.9;20.4;10.5;3.4;237
39464;Romain;4;-21.8;3.6;0;17.5;78.9;6.1;4.9;224
39465;Romange;8;-23.5;5.1;0;50.4;44.5;5.5;1.4;205
39466;Rosay;2;39.4;0;0;61.6;38.4;9.9;0.1;121
39467;Rotalier;3;-4.9;0;0;54.1;45.9;4.1;0.7;150
39468;Rothonay;2;-31.3;0;0;61.3;38.7;13;0.8;136
39469;Rouffange;12;-6.4;0;0;28.4;71.6;2.9;0.5;118
39470;Les Rousses;2;25.3;10.1;4.6;53.4;29.5;38;15.1;3683
39471;Ruffey-sur-Seille;12;7.1;5.8;0;34;59.7;18;7;764
39472;Rye;9;N/A - résultat non disponible;0;0;47.5;52.5;11.8;2.1;213
39473;Saffloz;4;8.8;2.9;0;52.7;44.5;8.7;0.9;89
39474;Sainte-Agnès;7;3.8;4;0;25.7;70.4;4.1;1.9;360
39475;Saint-Amour;8;-12.6;17;0;16.9;66.1;11.7;6;2368
39476;Saint-Aubin;8;-3.2;6.7;0;18.5;74.7;33.8;21.3;1840
39477;Saint-Baraing;8;-20;6;0;0.8;91.6;6.3;1.3;258
39478;Saint-Claude;8;21.1;6.3;0.6;76.8;16.4;70.2;3;8727
39479;Saint-Cyr-Montmalin;9;-2.5;4.3;0;46.1;49.7;10.2;4.9;244
39480;Saint-Didier;9;-14.7;9.2;0;23;67.8;3;0.9;271
39481;Saint-Germain-en-Montagne;5;2.6;4.9;0;43.8;51.3;5.3;2.6;385
39485;Val Suran;10;21.5;1.5;0;49.7;48.8;37.5;6.5;782
39486;Saint-Lamain;6;27.8;3;0;10.9;86.1;4.2;2;113
39487;Saint-Laurent-en-Grandvaux;5;77.8;7.8;0;52.7;39.5;17.6;20.3;1820
39489;Saint-Lothain;8;-8.8;5.2;0;36.2;58.6;12.3;4.7;455
39490;Saint-Loup;5;-2.6;8;0;0;92;9.6;3;241
39491;Coteaux du Lizon;4;0.6;11.4;1.6;63.5;23.5;15.5;5.5;2168
39492;Saint-Maur;2;226.3;0;0;32.4;67.6;6.5;1.2;221
39493;Saint-Maurice-Crillat;3;4.3;1.3;0;73;25.6;20.8;2;237
39494;Saint-Pierre;2;26.8;4.8;0;67.9;27.4;16.4;7.3;365
39495;Saint-Thiébaud;4;-11;0;0;68.4;31.6;7.9;2.7;71
39497;Saizenay;7;-44.3;0;0;46.4;53.6;4.9;0.9;96
39498;Salans;9;-33;5.9;0;17.6;71.9;6.9;8.3;637
39499;Saligney;5;N/A - résultat non disponible;3.3;0;45.2;51.5;8;1;191
39500;Salins-les-Bains;11;-6;6;0;54.5;39.5;24.7;12.1;2471
39501;Sampans;5;-8;8.3;0;45.6;46.1;7.6;5.8;1143
39502;Santans;8;2.4;2.5;0;65.8;31.7;16.5;2.2;276
39503;Sapois;4;N/A - résultat non disponible;11.8;0;68.9;19.3;3.6;5.8;400
39504;Sarrogna;2;6;0;0;50.9;49.1;19.9;1.9;225
39505;Saugeot;2;6.2;0;0;31.5;68.5;4.5;0.7;57
39507;Séligney;7;N/A - résultat non disponible;0;0;51.5;48.5;4.2;0.3;78
39508;Sellières;11;122.2;7.7;0;32.7;59.5;9.9;5.3;728
39510;Septmoncel les Molunes;4;36.5;1;0;81.4;17.6;39.9;4.5;809
39511;Sergenaux;8;-14.3;0;0;46.2;53.8;3.2;0.3;63
39512;Sergenon;8;12.5;0;0;66;34;3.9;0.8;54
39513;Sermange;11;4.7;4.5;0;28.7;66.8;7.1;1;225
39514;Serre-les-Moulières;4;113.2;4.9;0;49.3;45.8;5.7;3.1;187
39517;Sirod;8;13.8;3.4;0;49.6;47;16.1;5;539
39518;Songeson;4;33.9;0;0;64.8;35.2;8.4;0.1;71
39519;Soucia;4;16;2.1;0;51.9;45.6;12.4;3.7;173
39520;Souvans;11;13.4;4.2;0;61.4;34.4;19.7;4.2;505
39522;Supt;2;130.5;0;0;66.7;33.3;14;2.8;106
39523;Syam;7;27.8;0;0;66.8;33.2;6.9;3.5;185
39525;Tassenières;8;-35.7;6.1;0;46.3;45.1;6.6;3.5;393
39526;Tavaux;11;2.5;34;0;10.9;55.1;13.9;16.8;3923
39527;Taxenne;10;35.7;0;0;33.9;66.1;3.8;2.5;124
39528;Thervay;11;8.1;2.6;0;28.1;69.3;15.8;18.4;386
39529;Thésy;4;-12.3;0;0;17.4;82.6;4.9;1.6;65
39530;Thoirette-Coisia;3;97;3.9;0;60.7;29.7;15.5;4.2;831
39531;Thoiria;5;-19.2;2.5;0;60.9;36.6;12.2;1.5;184
39532;Thoissia;4;2.1;0;0;55.4;44.6;3.9;0.5;37
39533;Toulouse-le-Château;12;4;8.5;0;9.7;81.8;4.2;3.6;213
39534;La Tour-du-Meix;2;93.2;1.8;0;56.2;35.1;13.4;3.1;256
39535;Tourmont;6;1.8;4.8;0;18.4;76.8;9.7;4.3;450
39537;Trenal;10;27;3.9;0;12.1;84.1;9.5;2.8;466
39538;Uxelles;4;-20.7;4.8;0;41.8;53.4;5.3;1.6;62
39539;Vadans;9;-39.3;3.5;0;44.4;52.1;11.2;5;304
39540;Valempoulières;2;-8.5;2.3;0;41.4;56.4;16.2;6.3;197
39543;Vannoz;3;-1;4.7;0;26.3;69;5.8;2.1;219
39545;Le Vaudioux;5;-46.4;4.2;0;48.9;46.9;6;1.4;168
39546;Vaudrey;10;-3.5;3.8;0;46.9;49.3;17.9;4.3;351
39547;Vaux-lès-Saint-Claude;4;-80;8.4;0;82.3;9.3;9.4;2.5;673
39548;Vaux-sur-Poligny;8;900;0.1;0;50.3;49.6;1.3;0;77
39550;Verges;3;4;4.3;0;52.8;42.9;6.2;2;191
39551;Véria;7;-35;2.4;0;45.4;52.2;10.1;0.2;114
39552;Vernantois;8;-14.3;10.7;0;44.5;44.8;7;1.7;291
39553;Le Vernois;6;13.8;27.2;0;0;72.8;1.1;3.4;291
39554;Vers-en-Montagne;3;17;3.6;2.4;37.9;56.1;8.3;1.4;226
39555;Vers-sous-Sellières;7;-18.4;3.6;0;33.5;62.9;8.5;1.3;243
39556;Vertamboz;6;N/A - résultat non disponible;0;0;54.9;45.1;6.7;0.3;91
39557;Vescles;2;-8;0;0;70.6;29.4;20.3;1.3;184
39558;Vevy;3;9.3;4.2;0;44.3;51.4;9.6;11.5;303
39559;La Vieille-Loye;5;0;8.2;0;70;21.8;9.2;2.6;393
39560;Villard-Saint-Sauveur;5;N/A - résultat non disponible;6.1;0;75.3;18.7;9.1;0.6;593
39561;Villards-d'Héria;4;-2.2;5.1;0;86.1;8.8;9.9;1.8;385
39565;Villeneuve-d'Aval;4;-40.2;0;0;32.9;67.1;4;2;92
39567;Villeneuve-sous-Pymont;7;-45.1;6.7;0;19.2;74.1;2.7;11.8;294
39568;Villerserine;2;1.7;0;0;40.4;59.6;2.9;0.3;36
39569;Villers-Farlay;7;29.9;7.9;0;39.6;52.5;10;6.6;664
39570;Villers-les-Bois;8;-0.5;3;0;48.1;48.9;10.5;3.9;223
39571;Villers-Robert;5;-44.2;2.7;0;73.3;24;10.1;2.8;239
39572;Villette-lès-Arbois;9;-33;7.8;0;48.3;43.9;5.4;1.6;377
39573;Villette-lès-Dole;14;-15.8;14;0;10.2;75.7;4.6;1.9;790
39574;Villevieux;9;-4.1;7.2;0;17.5;75.4;9.9;3.5;709
39575;Le Villey;6;2.8;0;0;14.9;85.1;3.6;1.4;91
39576;Val-Sonnette;10;-64.8;2;0;28.2;69.8;15.2;4;942
39577;Vincent-Froideville;7;14.2;5.8;0;42.9;50.4;11.7;5.6;392
39579;Viry;4;-15.4;2.8;1.2;68.4;27.6;25.4;6.1;883
39581;Vitreux;11;318.2;0;0;53.8;46.2;7.8;2.1;264
39582;Voiteur;10;146;6.8;0;32.9;60.3;9.4;4.7;784
39583;Vosbles-Valfin;4;2.5;0;0;62.8;37.2;21.3;0.4;185
39584;Vriange;9;-11.8;4.4;0;33.9;61.7;5.8;1.8;161
39585;Vulvoz;4;N/A - résultat non disponible;0;0;85.7;14.3;4.5;0;20
39586;Aresches;4;-11.2;0;0;53.1;46.9;4.8;1.1;28
40001;Aire-sur-l'Adour;10;13.5;11.3;0;21.6;66.4;57.8;86.3;6220
40002;Amou;17;-16.5;3.9;0;22.7;73.3;27.2;17.3;1560
40003;Angoumé;5;-48.6;5.5;0;68.3;26.1;7.8;8.4;268
40004;Angresse;7;-15.9;23.8;0;43.1;33.1;7.7;45.7;2207
40005;Arboucave;5;18.6;0;0;16.9;83.1;9.9;2.4;208
40006;Arengosse;5;14.5;0.9;0;91.5;7.6;62.5;158.6;709
40007;Argelos;5;-29.2;0;0;34.7;65.3;6.4;1.8;164
40008;Argelouse;7;135.9;0;0;79.8;20.2;22.8;0.3;101
40011;Arsague;5;62.9;0;0;13.2;86.8;7.2;4.5;335
40012;Artassenx;4;-3.6;0;0;53.3;46.7;5.5;3;260
40013;Arthez-d'Armagnac;4;-2.2;0;0;28.9;68.7;11.2;0;95
40014;Arue;8;4.8;1.4;0;93;5.6;48.1;39.9;358
40015;Arx;6;25;0;0;87.5;12.5;24.2;2.7;44
40016;Aubagnan;5;-9.3;9.1;0;17.3;73.6;3.4;2.4;267
40017;Audignon;5;-53.6;0;0;30.9;69.1;9.3;7.2;390
40018;Audon;5;-8.4;3.4;0;18.5;78.1;7.6;9.9;399
40019;Aureilhan;8;N/A - résultat non disponible;11.7;0;69.6;8.4;11.5;10.3;1062
40020;Aurice;6;-44;1.3;0;33.3;65.4;17.3;9.2;629
40021;Azur;7;45.8;4.1;0.1;68;25.9;16.9;60.1;942
40022;Bahus-Soubiran;6;-11.8;3.6;0;22.5;73.9;14.5;8.4;392
40023;Baigts;7;-9.2;0;0;9.8;90.2;11.6;8;339
40024;Banos;8;6.5;0;0;26.9;73.1;5.8;4.1;262
40025;Bascons;5;10.7;2.8;0;35.5;60.8;18.7;6;856
40026;Bas-Mauco;6;-13.4;2.8;0;39;57.8;11.5;8.1;388
40027;Bassercles;5;-14.4;0;0;36.6;63.4;6.6;3.9;154
40028;Bastennes;8;-13.8;0.2;0;26.2;73.6;7.3;4.3;250
40029;Bats;4;-18.4;3.4;0;23.5;73.1;7.3;5.1;321
40030;Baudignan;4;19.7;0;0;91.1;8.9;23.3;2.3;52
40031;Bégaar;7;-8.7;6.7;0;52.6;40.7;27.8;34.2;1215
40032;Belhade;5;79.7;0;0;80.7;19.3;28.6;9.4;215
40033;Bélis;6;-11.2;0;0;76.9;23.1;20.5;1.6;161
40034;Bélus;15;-12.1;2.9;0;39.5;57.6;11.8;11.1;610
40035;Bénesse-lès-Dax;12;-28;2.7;0;16.8;80.5;5.9;13.7;566
40036;Bénesse-Maremne;5;-48.7;15.4;0;42.7;41.9;18.7;85.9;3735
40037;Benquet;6;6.7;2.5;0;29.1;67.1;29.3;48.4;1906
40038;Bergouey;5;6.3;0;0;14.9;85.1;4.4;1.9;109
40039;Betbezer-d'Armagnac;7;25.8;0.2;0;34.9;64.9;8.1;2;143
40040;Beylongue;5;45.3;0.7;0;75.8;23.4;37.5;19.5;387
40041;Beyries;5;24.8;0;0;45.4;54.6;4.3;1.7;125
40042;Biarrotte;7;-7.3;0;0;43;55.2;4.9;5.7;345
40043;Bias;5;N/A - résultat non disponible;5.3;0;92;2.8;21;4;765
40044;Biaudos;16;-32.2;2;0;57.2;40.8;15.6;15.1;988
40046;Biscarrosse;10;-1.4;12.4;1.9;68.5;1.9;160.5;122.6;14551
40047;Bonnegarde;5;3.3;0;0;14.1;85.9;9.7;2.3;259
40049;Bordères-et-Lamensans;11;-30.4;4.1;0;20.7;74.5;15.6;7;384
40050;Bostens;5;-77.4;0;0;76.5;23.5;7.7;1.4;207
40051;Bougue;11;67.7;1.5;0;76.1;22.4;22;12.1;860
40052;Bourdalat;4;-12.7;0;0;21.4;77.4;14.2;3.1;207
40053;Bourriot-Bergonce;6;1.4;0;0;72.9;27.1;82.7;2.8;313
40054;Brassempouy;8;-13.4;2.4;0;23;74.6;10.7;3.7;267
40055;Bretagne-de-Marsan;6;-23;8.5;0;37.7;53.2;12.9;28.4;1635
40056;Brocas;4;-11.4;1.4;0;91.8;6.8;53.5;5.3;745
40057;Buanes;5;-14.6;0;0;16;84;6.6;1.5;244
40058;Cachen;6;-43.4;0;0;91.9;8.1;35.7;5;228
40059;Cagnotte;7;-0.6;0;0;34.5;65.5;14.7;17.5;770
40060;Callen;6;-36;0.3;0;92.9;6.8;87.9;1.4;137
40061;Campagne;4;5;2.4;0;60.7;37;33.9;15.1;989
40062;Campet-et-Lamolère;6;21.2;2.5;0;66.4;31.1;19;11.7;531
40063;Candresse;11;-28.8;9.5;0;36.7;53.8;8.5;13.5;850
40064;Canenx-et-Réaut;4;N/A - résultat non disponible;0;0;93.7;6.3;28.1;3.1;169
40065;Capbreton;13;120;36.1;0.1;61.5;1.6;21.8;41.2;9185
40066;Carcarès-Sainte-Croix;5;32.8;2.6;0;50.5;46.9;15.6;16.2;547
40067;Carcen-Ponson;6;-58;1.9;0;74.6;23.6;36.7;19.7;634
40068;Cassen;5;-32.6;10.2;0;19;70.9;6;17;589
40069;Castaignos-Souslens;5;-0.5;0;0;44.1;55.9;7.4;7.7;419
40070;Castandet;5;8.4;0;0;30.7;69.2;16.7;6.1;413
40071;Castelnau-Chalosse;7;2.5;4.1;0;23.6;72.3;10.7;9.9;596
40072;Castelnau-Tursan;5;15.4;0;0;29.1;70.9;9.3;3.5;185
40073;Castelner;5;-14.4;0;0;35.2;64.8;5.7;0.9;119
40074;Castel-Sarrazin;4;-6.4;0;0;10.3;89.8;12;7.3;574
40075;Castets;4;35.5;4.6;0;86.1;9.3;90.2;142.6;2505
40076;Cauna;6;5.4;2.6;0;13.8;80.2;13.4;4.7;430
40077;Cauneille;15;-18.9;0.3;0;34.6;64.6;15.4;17.8;797
40078;Caupenne;7;-35.7;1.6;0;8.1;90.3;15.2;19.4;391
40079;Cazalis;5;4;0;0;41.8;58.2;5.1;0.5;136
40080;Cazères-sur-l'Adour;6;10.7;5.9;0;21;68.2;31.2;12;1127
40081;Cère;5;N/A - résultat non disponible;1.1;0;94.1;4.9;39.9;2.1;412
40082;Classun;4;-10.3;0;0;13.4;86.6;8.8;3;248
40083;Clèdes;6;39.6;0;0;19.3;80.7;6.8;0.6;123
40084;Clermont;5;6.8;4.8;0;14.2;81;15;9.2;749
40085;Commensacq;8;63.3;1.2;0;75.8;23;71.2;8.7;429
40086;Coudures;8;14.6;3.8;0;14.2;81.9;11.7;6.6;543
40087;Créon-d'Armagnac;8;33.2;1.7;0;59.1;39.2;21.3;6.6;344
40088;Dax;19;-55.7;54.1;0;14.8;31.1;19.7;74.2;21347
40089;Doazit;5;13.9;1.1;0;14.3;84.5;22.2;11.3;854
40090;Donzacq;7;-0.5;0;0;16.6;83.4;11.7;2.9;458
40091;Duhort-Bachen;7;-6.8;1.5;0;25.2;70.6;34.2;7.4;664
40092;Dumes;5;-44;0;0;25.4;74.6;2.5;0.9;236
40093;Escalans;5;-13.1;0;0;66.6;32.8;30.3;6.9;250
40094;Escource;4;-3.8;1.6;0;86.1;12.3;102.7;57.4;774
40095;Estibeaux;9;13.9;0;0;11.2;87.2;16.7;9.8;699
40096;Estigarde;4;337.5;0;0;83.7;16.3;29.6;4.5;100
40097;Eugénie-les-Bains;5;3.1;4;0;30.4;65.7;11;10;473
40098;Eyres-Moncube;7;-7.8;0;0;15.3;84.7;12.2;5.6;350
40099;Fargues;5;-18.9;0;0;10.5;89.5;11.8;3.4;316
40100;Le Frêche;6;-18.7;0;0;38.3;61.7;23.4;4.2;410
40101;Gaas;7;-33.4;0;0;36.2;63.8;9.1;6.5;471
40102;Gabarret;8;-27.5;7.5;0;46.4;46.2;16.9;6.5;1279
40103;Gaillères;6;218;4.7;0;69.6;25.7;14;20.6;640
40104;Gamarde-les-Bains;7;-10.4;0;0;23.9;76.1;19;58.3;1518
40105;Garein;4;N/A - résultat non disponible;1.5;0;87.8;10.7;57.1;60.7;430
40106;Garrey;4;11.6;0;0;11.8;88.2;4.9;5.3;216
40108;Gastes;5;N/A - résultat non disponible;5.6;0.6;67.4;8.5;35.2;21.6;897
40109;Gaujacq;8;-22.9;0;0;8.2;91.7;16.1;9.1;434
40110;Geaune;15;-4.9;5.3;0;38.3;56.4;10.5;5.6;756
40111;Geloux;4;5;0.7;0;89.6;9.8;51.7;22.4;699
40112;Gibret;6;-22.4;0;0;8.6;91.4;2.6;2.1;99
40113;Goos;5;-25.5;0;0;30.6;69.4;10.5;7.2;530
40114;Gourbera;6;16.2;1.2;0;86.9;11.9;27.7;13.2;359
40115;Gousse;5;75.1;9;0;26;65;4.1;2.2;282
40116;Gouts;6;2.9;0;0;26.9;69.4;10.9;17.2;273
40117;Grenade-sur-l'Adour;10;39.1;8.3;0;16.9;74.7;19.7;20.2;2430
40118;Habas;7;-4.5;4.4;0;19;76.5;18.8;18.3;1463
40119;Hagetmau;11;-5.3;17.4;0;12.9;68.5;28.4;43.9;4620
40120;Hastingues;15;-2.5;3.9;0;21.4;72.8;14.5;45.4;601
40121;Hauriet;6;-4;0;0;21.3;78.7;7.6;4.2;276
40122;Haut-Mauco;5;-14.1;4.7;0;46.8;48.5;18.6;20.3;983
40123;Herm;6;6.3;2.2;0;77.8;20;52.1;20.1;1175
40124;Herré;4;69;0;0;54.6;45.4;23.1;2;140
40125;Heugas;12;-4;2.7;3.5;31.3;62.5;18.8;31.1;1375
40126;Hinx;6;-17.3;11.2;0;28.3;60.4;15.5;21.9;1891
40127;Hontanx;8;-0.3;1;0;25.5;73.6;30.5;3.9;613
40128;Horsarrieu;6;-5.6;0;0;19.8;80.1;11;13.1;695
40129;Josse;11;3.7;6.8;0;38.1;54.9;9.5;6.9;958
40130;Labastide-Chalosse;5;10.8;0;0;20.8;79.2;4.6;2.4;164
40131;Labastide-d'Armagnac;9;-2.8;1.4;0;27.3;69.1;31.9;7.6;688
40132;Labatut;11;6.3;5.9;0;19.5;71.6;21;19.5;1409
40133;Labenne;10;-100;24.7;3.4;56.6;1.5;24.5;120.1;7007
40134;Labouheyre;7;-32.1;12.6;0;72.7;14.7;36.1;131.2;2839
40135;Labrit;7;-1.3;1.2;0;78.6;20.2;72.2;7.4;856
40136;Lacajunte;5;-10;0;0;10.2;89.8;5.6;1.8;152
40137;Lacquy;4;-13.8;0;0;66.6;33.4;19.3;7.4;287
40138;Lacrabe;6;-29.4;0;0;28.3;71.7;6.3;3.8;285
40139;Laglorieuse;4;-37.2;3;0;52.9;44.1;11.6;7.1;579
40140;Lagrange;7;-33.8;0;0;36.7;63.3;21.1;2.4;194
40141;Lahosse;8;11.5;0;0;19.4;80.6;8.1;3;289
40142;Laluque;4;-34.3;3.4;0;85;11.5;52.8;19.8;1070
